Group,WoP,Date,Time start,Number of Calls WITHIN,Call Type 1,Call Type 2,Context 1,Context 2,Number of Calls OUTSIDE,Eagle,Non-Alarm,unknown
R1,51,02/06/2013,16:20,3,Pop,,Calls from another monkey species,,,0,1,0
R1,51,02/07/2013,10:20,4,Pop,,Calls from another mammal,,,0,1,0
R1,51,02/07/2013,10:21,1,Pop,,Calls from another mammal,,,0,1,0
R1,51,02/07/2013,12:12,2,Pop,,Calls from another monkey species,,,0,1,0
R1,51,02/07/2013,12:24,1,Pop,,Calls from another monkey species,,,0,1,0
R1,51,02/08/2013,09:46,1,Pop,,Calls from another monkey species,,,0,1,0
R1,51,02/09/2013,12:53,3,Pop,,Calls from another monkey species,,,0,1,0
R1,51,02/09/2013,13:05,3,Pop,,Calls from another monkey species,,,0,1,0
R1,51,02/09/2013,14:21,1,Pop,,Calls from another monkey species,,,0,1,0
R1,51,02/09/2013,14:33,1,Pop,,Eagle alarm,,,1,0,0
R1,51,02/10/2013,11:35,1,Pop,,Calls from another monkey species,,,0,1,0
R1,51,02/10/2013,13:37,3,Pop,,Calls from another monkey species,,,0,1,0
R1,51,02/10/2013,14:04,5,Pop,,Eagle alarm,,,1,0,0
R1,51,02/11/2013,12:14,2,Pop,,Tree/branch fall,,,0,1,0
R1,51,02/12/2013,11:16,2,Pop,,Calls from another monkey species,,,0,1,0
R1,64,04/08/2014,15:49,2,Pop,,Eagle alarm,,,1,0,0
R1,64,04/09/2014,12:48,1,Pop,,Fight within group,,,0,1,0
R1,64,04/10/2014,14:42,1,Pop,,Calls from another monkey species,,,0,1,0
R1,64,04/12/2014,11:17,2,Snake chirps,,Tree/branch fall,,,0,1,0
R1,64,04/13/2014,16:11,1,Pop,,Eagle alarm,,,1,0,0
R1,64,04/15/2014,14:35,1,Pop,,Calls from another monkey species,,,0,1,0
R1,65,05/07/2014,14:20,2,Pop,,Eagle alarm,,,1,0,0
R1,65,05/11/2014,13:48,2,Pop,,Eagle alarm,,,1,0,0
R1,65,05/12/2014,15:51,1,Pop,,Eagle alarm,,,1,0,0
R1,65,05/14/2014,10:40,2,Pop,,Eagle alarm,,,1,0,0
R1,66,06/12/2014,09:07,2,Pop,Other alarm,IGE,IGE,1,0,1,0
R1,66,06/16/2014,14:50,2,Pop,,Tree/branch fall,,,0,1,0
R1,66,06/20/2014,14:44,1,Pop,,Calls from another monkey species,,,0,1,0
R2,43,08/23/2012,15:23,2,Pop,,Calls from another monkey species,,,0,1,0
R2,43,08/26/2012,07:40,2,Pop,,Eagle alarm,,,1,0,0
R2,43,08/26/2012,08:20,2,Pop,Snake chirps,Eagle alarm,,,1,0,0
R2,43,08/26/2012,08:27,1,Pop,Snake chirps,Eagle alarm,,,1,0,0
R2,43,08/27/2012,12:30,2,pop,,Eagle alarm,,,1,0,0
R2,43,08/28/2012,15:54,1,Pop,,No context,,,0,1,0
R2,43,08/29/2012,09:43,2,pop,,Eagle alarm,,,1,0,0
R2,43,08/31/2012,20:44,1,Pop,Snake chirps,Eagle alarm,,,1,0,0
R2,44,09/13/2012,06:18,1,Pop,,Calls from another monkey species,,,0,1,0
R2,44,09/13/2012,10:20,4,Pop,,IGE,,,0,1,0
R2,44,09/13/2012,17:30,5,Snake chirps,Other alarm,Fight within group,,,0,1,0
R2,44,09/13/2012,18:20,4,Snake chirps,,Tree/branch fall,,,0,1,0
R2,44,09/14/2012,11:07,2,Pop,Pop,Calls from another redtail group,Calls from another monkey species,2,0,1,0
R2,44,09/14/2012,11:55,,Pop,,,IGE,5,0,1,0
R2,44,09/14/2012,14:00,1,Pop,,Calls from another monkey species,,,0,1,0
R2,44,09/14/2012,15:11,6,Snake chirps,Ka-train,Eagle alarm,,,1,0,0
R2,44,09/16/2012,09:40,2,Pop,,Calls from another monkey species,,,0,1,0
R2,44,09/16/2012,09:40,1,Pop,,IGE,,,0,1,0
R2,44,09/16/2012,09:51,,,Pop,,IGE,1,0,1,0
R2,44,09/16/2012,10:00,1,Pop,,Calls from another monkey species,,,0,1,0
R2,44,09/16/2012,10:00,,,Pop,,Calls from another redtail group,2,0,1,0
R2,44,09/16/2012,16:51,1,Pop,,Calls from another monkey species,,,0,1,0
R2,44,09/16/2012,16:51,1,Pop,,Calls from another monkey species,,,0,1,0
R2,44,09/17/2012,12:37,1,Pop,,Calls from another monkey species,,,0,1,0
R2,44,09/17/2012,13:50,1,Pop,Pop,Calls from another monkey species,Calls from another redtail group,1,0,1,0
R2,44,09/17/2012,16:52,1,Pop,,Calls from another monkey species,,,0,1,0
R2,44,09/18/2012,07:17,1,Pop,,Calls from another monkey species,,,0,1,0
R2,44,09/18/2012,11:18,2,Pop,,Calls from another monkey species,,,0,1,0
R2,44,09/18/2012,14:17,1,Pop,,Eagle alarm,,,1,0,0
R2,44,09/18/2012,17:10,2,Pop,,Tree/branch fall,,,0,1,0
R2,44,09/19/2012,10:07,1,Pop,,Calls from another monkey species,,,0,1,0
R2,44,09/20/2012,13:23,2,Pop,,Calls from another monkey species,,,0,1,0
R2,44,09/20/2012,15:11,1,Pop,,Eagle alarm,,,1,0,0
R2,44,09/21/2012,12:48,1,Pop,Pop,IGE,IGE,1,0,1,0
R2,44,09/21/2012,12:51,1,Pop,Pop,IGE,Calls from a 3rd redtail group,1,0,1,0
R2,44,09/22/2012,09:24,2,Pop,,Calls from another monkey species,,,0,1,0
R2,44,09/22/2012,12:33,1,Pop,,Tree/branch fall,,,0,1,0
R2,44,09/23/2012,14:23,,,Pop,,Calls from another monkey species,1,0,1,0
R2,44,09/23/2012,15:40,,,Pop,,Unknown,2,0,1,0
R2,44,09/23/2012,15:48,2,Pop,Pop,Calls from another monkey species,Calls from another redtail group,1,0,1,0
R2,44,09/23/2012,15:49,,,Pop,,Calls from another redtail group,1,0,1,0
R2,44,09/24/2012,11:16,2,Pop,,Eagle alarm,,,1,0,0
R2,44,09/24/2012,15:18,1,Pop,,Tree/branch fall,,,0,1,0
R2,45,10/03/2012,09:43,1,Pop,,Calls from another monkey species,,,0,1,0
R2,45,10/03/2012,11:00,1,Pop,,Calls from another monkey species,,,0,1,0
R2,45,10/03/2012,13:40,1,Pop,,Calls from another monkey species,,,0,1,0
R2,45,10/04/2012,12:40,2,Pop,,Calls from another monkey species,,,0,1,0
R2,45,10/04/2012,12:42,1,Pop,,Calls from another redtail group,,,0,1,0
R2,45,10/04/2012,13:57,2,Pop,,Fight within group,,,0,1,0
R2,45,10/04/2012,16:08,1,Pop,,Tree/branch fall,,,0,1,0
R2,45,10/05/2012,10:50,2,Pop,,Eagle alarm,,,1,0,0
R2,45,10/05/2012,13:21,1,Pop,,Calls from another monkey species,,,0,1,0
R2,45,10/06/2012,10:14,1,Pop,,Calls from another monkey species,,,0,1,0
R2,45,10/06/2012,11:21,2,Pop,,Tree/branch fall,,,0,1,0
R2,45,10/07/2012,10:48,1,Pop,,Eagle alarm,,,1,0,0
R2,45,10/07/2012,13:33,2,Pop,,Calls from another mammal,,,0,1,0
R2,45,10/07/2012,14:15,1,Snake chirps,,Tree/branch fall,,,0,1,0
R2,45,10/08/2012,08:08,2,Pop,,Calls from another monkey species,,,0,1,0
R2,45,10/08/2012,09:25,1,Pop,,Calls from another monkey species,,,0,1,0
R2,45,10/08/2012,14:18,1,Pop,,Calls from another monkey species,,,0,1,0
R2,45,10/08/2012,18:14,2,Pop,,Unknown,,,0,1,0
R2,45,10/08/2012,18:18,2,Pop,,Eagle alarm,,,1,0,0
R2,45,10/08/2012,18:26,1,Pop,,Calls from another monkey species,,,0,1,0
R2,45,10/09/2012,08:38,1,Pop,,Calls from another monkey species,,,0,1,0
R2,45,10/09/2012,13:00,1,Pop,Pop,IGE,IGE,1,0,1,0
R2,46,10/24/2012,09:31,1,Pop,,Calls from another monkey species,,,0,1,0
R2,46,10/24/2012,11:24,2,Pop,,Calls from another monkey species,,,0,1,0
R2,46,10/26/2012,09:03,1,Pop,,Eagle alarm,,,1,0,0
R2,46,10/26/2012,16:03,2,Pop,,Tree/branch fall,,,0,1,0
R2,46,10/27/2012,11:38,2,Pop,,Calls from another monkey species,,,0,1,0
R2,46,10/27/2012,14:03,1,Pop,,Calls from another monkey species,,,0,1,0
R2,46,10/29/2012,14:26,1,Pop,,Calls from another monkey species,,,0,1,0
R2,46,10/29/2012,17:12,2,Pop,,Tree/branch fall,,,0,1,0
R2,46,10/30/2012,12:20,1,Pop,,Calls from another monkey species,,,0,1,0
R2,46,10/30/2012,15:24,1,Pop,,Tree/branch fall,,,0,1,0
R2,46,10/30/2012,17:12,1,Pop,,Calls from another monkey species,,,0,1,0
R2,46,10/31/2012,15:46,1,Pop,,Calls from another mammal,,,0,1,0
R2,46,10/31/2012,15:46,2,Pop,,Calls from another monkey species,,,0,1,0
R2,46,11/01/2012,09:36,1,Pop,,Calls from another mammal,,,0,1,0
R2,46,11/01/2012,16:42,2,Pop,,Eagle alarm,Eagle alarm,,1,0,0
R2,46,11/02/2012,13:36,1,Pop,,IGE,,,0,1,0
R2,46,11/02/2012,15:49,1,Pop,,Calls from another monkey species,,,0,1,0
R2,46,11/03/2012,13:41,,Pop,,Calls from another monkey species,,1,0,1,0
R2,46,11/03/2012,14:00,1,Pop,Pop,Calls from another monkey species,Calls from another monkey species,2,0,1,0
R2,46,11/03/2012,14:39,,,Pop,,IGE,1,0,1,0
R2,46,11/03/2012,15:23,,,Pop,,IGE,1,0,1,0
R2,46,11/03/2012,17:37,1,Pop,,Calls from another monkey species,,,0,1,0
R2,46,11/04/2012,14:47,2,Pop,,Calls from another monkey species,,,0,1,0
R2,46,11/04/2012,16:29,1,Pop,,IGE,,,0,1,0
R2,46,11/04/2012,16:55,1,Pop,,Calls from another monkey species,,,0,1,0
R2,46,11/06/2012,11:31,,Pop,,,IGE,1,0,1,0
R2,46,11/06/2012,12:26,1,Pop,,IGE,,,0,1,0
R2,46,11/06/2012,12:47,1,Pop,Pop,IGE,IGE,1,0,1,0
R2,46,11/06/2012,13:00,1,Pop,Pop,IGE,IGE,1,0,1,0
R2,46,11/06/2012,14:15,9,Pop,,Calls from another monkey species,,,0,1,0
R2,47,11/15/2012,14:47,1,Pop,,Calls from another monkey species,,,0,1,0
R2,47,11/15/2012,16:42,1,Pop,,Calls from another monkey species,,,0,1,0
R2,47,11/15/2012,17:25,1,Pop,,Calls from another monkey species,,,0,1,0
R2,47,11/16/2012,08:09,1,Pop,,Calls from another monkey species,,,0,1,0
R2,47,11/17/2012,09:06,1,Pop,,Calls from another monkey species,,,0,1,0
R2,47,11/18/2012,12:35,1,Pop,Snake chirps,,,,0,1,0
R2,47,11/18/2012,15:03,1,Pop,,Tree/branch fall,,,0,1,0
R2,47,11/19/2012,09:38,1,Pop,,Fight within group,,,0,1,0
R2,47,11/19/2012,14:39,1,Pop,,Calls from another monkey species,,,0,1,0
R2,47,11/19/2012,17:39,1,Pop,,Calls from a bird,,,0,1,0
R2,47,11/20/2012,13:09,1,Pop,,Tree/branch fall,,,0,1,0
R2,47,11/20/2012,21:47,1,Pop,,Calls from another monkey species,,,0,1,0
R2,47,11/20/2012,23:31,1,Pop,,Fight within group,,,0,1,0
R2,47,11/21/2012,14:11,1,Pop,,Tree/branch fall,,,0,1,0
R2,47,11/21/2012,15:29,1,Pop,,Unknown,,,0,1,0
R2,47,11/22/2012,14:52,2,Pop,,Unknown,,,0,1,0
R2,47,11/22/2012,17:21,1,Pop,,Calls from a bird,,,0,1,0
R2,47,11/22/2012,22:44,1,Pop,,Fight within group,,,0,1,0
R2,47,11/23/2012,10:37,1,Pop,,Fight within group,,,0,1,0
R2,47,11/23/2012,13:22,1,Pop,,Calls from another monkey species,,,0,1,0
R2,47,11/23/2012,16:38,1,Pop,,No context,,,0,1,0
R2,47,11/24/2012,09:13,1,Pop,,,Calls from another monkey species,,0,1,0
R2,47,11/24/2012,12:14,1,Pop,,Unknown,,,0,1,0
R2,47,11/24/2012,17:07,1,Pop,,Unknown,,,0,1,0
R2,47,11/25/2012,07:59,1,Pop,,Unknown,,,0,1,0
R2,47,11/25/2012,14:09,1,Pop,,Unknown,,,0,1,0
R2,47,11/25/2012,17:36,1,Pop,,Tree/branch fall,,,0,1,0
R2,47,11/26/2012,13:31,1,Pop,,Calls from a bird,,,0,1,0
R2,47,11/26/2012,13:48,1,Pop,,Unknown,,,0,1,0
R2,47,11/26/2012,17:38,1,Pop,,No context,,,0,1,0
R2,47,11/26/2012,19:36,1,Pop,,Unknown,,,0,1,0
R2,47,11/27/2012,08:01,1,Pop,,Unknown,,,0,1,0
R2,47,11/27/2012,09:05,1,Pop,,Calls from another monkey species,,,0,1,0
R2,47,11/27/2012,15:02,1,Pop,,Calls from a bird,,,0,1,0
R2,48,12/05/2012,16:27,3,Pop,,Calls from another monkey species,,,0,1,0
R2,48,12/05/2012,16:28,1,Pop,,Calls from another monkey species,,0,0,1,0
R2,48,12/06/2012,16:49,1,Pop,,Calls from another monkey species,,,0,1,0
R2,48,12/07/2012,11:34,1,Pop,,Calls from another monkey species,,,0,1,0
R2,48,12/07/2012,13:46,1,Pop,,Calls from another monkey species,,,0,1,0
R2,48,12/07/2012,15:57,1,Pop,,Calls from a bird,,,0,1,0
R2,48,12/08/2012,08:31,1,Pop,,Calls from another monkey species,,,0,1,0
R2,48,12/08/2012,11:23,2,Pop,,Tree/branch fall,,,0,1,0
R2,48,12/09/2012,08:39,1,Pop,,Calls from another monkey species,,,0,1,0
R2,48,12/09/2012,13:33,2,Pop,,Calls from a bird,,,0,1,0
R2,48,12/10/2012,08:14,1,Pop,,Calls from another monkey species,,,0,1,0
R2,48,12/10/2012,13:15,1,Pop,,Tree/branch fall,,,0,1,0
R2,48,12/10/2012,17:48,1,Pop,,Unknown,,,0,1,0
R2,48,12/10/2012,18:36,3,Pop,,Calls from another monkey species,,,0,1,0
R2,48,12/10/2012,18:38,1,Pop,Snake chirps,Eagle alarm,,,1,0,0
R2,48,12/11/2012,09:53,1,Pop,,Unknown,,,0,1,0
R2,48,12/11/2012,16:24,1,Pop,,Calls from a bird,,,0,1,0
R2,48,12/12/2012,11:37,2,Pop,,Calls from another monkey species,,,0,1,0
R2,48,12/12/2012,14:38,1,Pop,,Unknown,,,0,1,0
R2,48,12/12/2012,16:29,1,Pop,,No context,,,0,1,0
R2,48,12/13/2012,16:17,1,Pop,,Calls from another monkey species,,,0,1,0
R2,48,12/13/2012,16:22,1,Pop,,Unknown,,,0,1,0
R2,48,12/14/2012,11:49,1,Pop,,,Calls from another redtail group,,0,1,0
R2,48,12/14/2012,13:24,1,Pop,Ka-train,Calls from another monkey species,,,1,0,0
R2,48,12/15/2012,17:33,1,Pop,,Unknown,,,0,1,0
R2,48,12/17/2012,11:24,1,Pop,,No context,,,0,1,0
R2,48,12/17/2012,16:26,1,Pop,,Unknown,,,0,1,0
R2,50,01/17/2013,16:00,2,Pop,,Eagle alarm,,,1,0,0
R2,50,01/18/2013,11:17,2,Pop,,Tree/branch fall,,,0,1,0
R2,50,01/19/2013,11:45,1,Pop,,Calls from another monkey species,,,0,1,0
R2,50,01/19/2013,12:46,4,Pop,,Eagle alarm,,,1,0,0
R2,50,01/20/2013,13:26,1,Pop,,Calls from another monkey species,,,0,1,0
R2,50,01/20/2013,16:21,3,Pop,,Eagle alarm,,,1,0,0
R2,50,01/21/2013,09:29,2,Pop,,Calls from another monkey species,,,0,1,0
R2,50,01/21/2013,10:41,1,Pop,,Calls from another monkey species,,,0,1,0
R2,50,01/21/2013,12:46,3,Pop,,Eagle alarm,,,1,0,0
R2,50,01/21/2013,16:37,2,Pop,,Calls from another monkey species,,,0,1,0
R2,50,01/22/2013,07:15,1,Pop,,Calls from another monkey species,,,0,1,0
R2,50,01/22/2013,11:45,1,Pop,,Tree/branch fall,,,0,1,0
R2,50,01/23/2013,08:14,1,Pop,,Calls from another monkey species,,,0,1,0
R2,50,01/23/2013,09:53,1,Pop,,Eagle alarm,,,1,0,0
R2,50,01/24/2013,15:53,1,Pop,,Tree/branch fall,,,0,1,0
R2,50,01/25/2013,08:43,2,Pop,,Calls from another monkey species,,,0,1,0
R2,50,01/25/2013,09:34,1,Pop,,Calls from a bird,,,0,1,0
R2,50,01/25/2013,10:45,4,Pop,,Calls from another monkey species,,,0,1,0
R2,50,01/27/2013,09:39,,Pop,,,IGE,1,0,1,0
R2,50,01/27/2013,12:23,2,Pop,,Calls from another mammal,,,0,1,0
R2,50,01/27/2013,12:36,1,Pop,,Calls from another mammal,,,0,1,0
R2,50,01/27/2013,13:24,1,Pop,,Calls from another monkey species,,,0,1,0
R2,50,01/28/2013,11:45,4,Pop,,Calls from another monkey species,,,0,1,0
R2,50,01/28/2013,12:20,1,Pop,,Calls from another monkey species,,,0,1,0
R2,50,01/29/2013,07:20,6,Pop,,Eagle alarm,,,1,0,0
R2,50,01/29/2013,07:24,2,Pop,,Eagle alarm,,,1,0,0
R2,50,01/29/2013,14:26,1,Pop,,Tree/branch fall,,,0,1,0
R2,51,02/06/2013,16:20,2,Pop,,Eagle alarm,,,1,0,0
R2,51,02/06/2013,16:22,1,Pop,,Calls from another monkey species,,,0,1,0
R2,51,02/07/2013,08:00,1,Pop,,Calls from another monkey species,,,0,1,0
R2,51,02/07/2013,12:57,1,Pop,,Calls from another monkey species,,,0,1,0
R2,51,02/08/2013,09:51,2,Pop,,Eagle alarm,,,1,0,0
R2,51,02/08/2013,10:49,2,Pop,,Eagle alarm,,,1,0,0
R2,51,02/08/2013,13:33,1,Pop,,Calls from another monkey species,,,0,1,0
R2,51,02/08/2013,15:13,2,Pop,,Calls from another monkey species,,,0,1,0
R2,51,02/09/2013,07:44,1,Pop,Pop,Calls from another redtail group,Calls from another redtail group,3,0,1,0
R2,51,02/09/2013,13:06,1,Pop,,Calls from another monkey species,,,0,1,0
R2,51,02/10/2013,10:21,1,Pop,,Calls from another mammal,,,0,1,0
R2,51,02/10/2013,16:05,1,Pop,,Calls from another monkey species,,,0,1,0
R2,51,02/10/2013,17:27,2,Pop,,Calls from another mammal,,,0,1,0
R2,51,02/11/2013,09:33,2,Pop,,Calls from another monkey species,,,0,1,0
R2,51,02/11/2013,13:19,2,Pop,,Eagle alarm,,,1,0,0
R2,51,02/11/2013,16:23,1,Pop,,Calls from another monkey species,,,0,1,0
R2,51,02/12/2013,10:31,3,Pop,,Eagle alarm,,,1,0,0
R2,51,02/12/2013,13:32,1,Pop,,Calls from another monkey species,,,0,1,0
R2,51,02/13/2013,11:47,2,Pop,,Eagle alarm,,,1,0,0
R2,51,02/13/2013,15:48,1,Pop,,Calls from another monkey species,,,0,1,0
R2,51,02/13/2013,16:48,2,Pop,,Calls from another monkey species,,,0,1,0
R2,51,02/14/2013,11:37,3,Pop,,Calls from another monkey species,,,0,1,0
R2,51,02/14/2013,13:33,1,Pop,,Eagle alarm,,,1,0,0
R2,51,02/14/2013,15:13,1,Pop,,Tree/branch fall,,,0,1,0
R2,51,02/15/2013,10:15,2,Pop,,Eagle alarm,,,1,0,0
R2,51,02/15/2013,13:19,1,Pop,,Calls from another monkey species,,,0,1,0
R2,51,02/15/2013,16:23,2,Pop,,Tree/branch fall,,,0,1,0
R2,51,02/15/2013,17:14,1,Pop,,Calls from another mammal,,,0,1,0
R2,51,02/16/2013,10:18,2,Pop,,Calls from another monkey species,,,0,1,0
R2,51,02/16/2013,12:20,1,Pop,,Eagle alarm,,,1,0,0
R2,51,02/16/2013,16:43,2,Pop,,Calls from another monkey species,,,0,1,0
R2,51,02/17/2013,10:16,3,Pop,Pop,Calls from another redtail group,Calls from another redtail group,3,0,1,0
R2,51,02/17/2013,10:19,1,Pop,,Calls from another monkey species,,,0,1,0
R2,51,02/17/2013,15:06,2,Pop,,Tree/branch fall,,,0,1,0
R2,51,02/18/2013,10:11,3,Pop,,Calls from another monkey species,,,0,1,0
R2,51,02/19/2013,12:49,2,Pop,,Calls from another mammal,,,0,1,0
R2,51,02/19/2013,16:50,1,Pop,,Eagle alarm,,,1,0,0
R2,52,03/06/2013,18:12,1,Pop,,Unknown,,,0,1,0
R2,52,03/07/2013,10:01,2,Pop,,Eagle alarm,,,1,0,0
R2,52,03/07/2013,11:05,1,Pop,,Eagle alarm,,,1,0,0
R2,52,03/07/2013,16:40,2,Pop,,Eagle alarm,,,1,0,0
R2,52,03/08/2013,11:08,2,Pop,,Calls from another monkey species,,,0,1,0
R2,52,03/08/2013,15:09,3,Pop,,Eagle alarm,,,1,0,0
R2,52,03/09/2013,10:55,2,Pop,,Calls from another monkey species,,,0,1,0
R2,52,03/09/2013,11:31,4,Snake chirps,,Eagle alarm,,,1,0,0
R2,52,03/09/2013,16:25,2,Pop,,Tree/branch fall,,,0,1,0
R2,52,03/10/2013,10:41,2,pop,,Eagle alarm,,,1,0,0
R2,52,03/10/2013,12:34,1,Other alarm,,Calls from another mammal,,,0,0,1
R2,52,03/10/2013,17:38,2,Pop,,Calls from another monkey species,,,0,1,0
R2,52,03/11/2013,08:30,1,Snake chirps,,Unknown,,,0,1,0
R2,52,03/11/2013,08:31,1,Pop,,Unknown,,,0,1,0
R2,52,03/12/2013,09:52,1,Pop,,Fight within group,,,0,1,0
R2,52,03/12/2013,16:54,1,Pop,,Calls from another redtail group,Unknown,,0,1,0
R2,53,03/20/2013,18:08,1,Pop,,No context,,,0,1,0
R2,53,03/21/2013,12:10,2,Pop,,Eagle alarm,,,1,0,0
R2,53,03/21/2013,15:11,3,Pop,,Calls from another monkey species,,,0,1,0
R2,53,03/21/2013,17:02,4,Snake chirps,,Eagle alarm,,,1,0,0
R2,53,03/22/2013,12:51,2,Pop,,Eagle alarm,,,1,0,0
R2,53,03/22/2013,15:11,3,Snake chirps,,Eagle alarm,,,1,0,0
R2,53,03/22/2013,17:39,1,Pop,,Calls from another monkey species,,,0,1,0
R2,53,03/23/2013,13:24,2,Pop,,Calls from a bird,,,0,1,0
R2,53,03/23/2013,17:25,2,Pop,,Fight within group,,,0,1,0
R2,53,03/24/2013,13:23,2,Pop,,Eagle alarm,,,1,0,0
R2,53,03/24/2013,15:16,3,Snake chirps,,Eagle alarm,,,1,0,0
R2,53,03/24/2013,16:50,1,Pop,,Calls from another monkey species,,,0,1,0
R2,53,03/25/2013,16:38,2,Pop,,Tree/branch fall,,,0,1,0
R2,53,03/26/2013,13:48,1,Pop,,Calls from another monkey species,,,0,1,0
R2,53,03/26/2013,16:33,2,Pop,,Eagle alarm,,,1,0,0
R2,53,03/26/2013,17:39,4,Snake chirps,,Eagle alarm,,,1,0,0
R2,53,03/27/2013,12:49,2,Pop,,Eagle alarm,,,1,0,0
R2,53,03/28/2013,08:25,1,Pop,,Calls from another monkey species,,,0,1,0
R2,53,03/28/2013,14:27,5,Snake chirps,,Calls from another mammal,,,0,1,0
R2,53,03/28/2013,17:34,1,Pop,,Tree/branch fall,,,0,1,0
R2,53,03/29/2013,10:07,2,Pop,,Eagle alarm,,,1,0,0
R2,53,03/29/2013,11:08,3,Pop,,Calls from another monkey species,,,0,1,0
R2,53,03/29/2013,17:50,3,Pop,,Eagle alarm,,,1,0,0
R2,53,03/30/2013,13:20,2,Pop,,Eagle alarm,,,1,0,0
R2,53,03/31/2013,07:38,2,Pop,,Calls from another monkey species,,,0,1,0
R2,53,03/31/2013,12:02,5,Snake chirps,,Eagle alarm,,,1,0,0
R2,53,03/31/2013,15:02,2,Pop,,Calls from another monkey species,,,0,1,0
R2,53,04/01/2013,09:15,1,Pop,,Calls from another monkey species,,,0,1,0
R2,53,04/01/2013,15:35,2,Pop,,Calls from another mammal,,,0,1,0
R2,53,04/02/2013,11:25,2,Pop,,Eagle alarm,,,1,0,0
R2,53,04/02/2013,15:41,2,Pop,,Calls from another monkey species,,,0,1,0
R2,63,03/12/2014,17:59,1,Pop,,Calls from a bird,,,0,1,0
R2,63,03/14/2014,14:40,1,Pop,,No context,,,0,1,0
R2,63,03/15/2014,12:11,1,Pop,,No context,,,0,1,0
R2,63,03/15/2014,16:27,1,Pop,,No context,,,0,1,0
R2,63,03/16/2014,10:34,1,Pop,,Calls from a bird,,,0,1,0
R2,63,03/19/2014,17:20,1,Pop,,No context,,,0,1,0
R2,63,03/20/2014,,1,Pop,,No context,,,0,1,0
R2,63,03/21/2014,15:54,,Pop,,Tree/branch fall,,,0,1,0
R2,63,03/22/2014,11:11,1,Pop,,Calls from a bird,,,0,1,0
R2,63,03/22/2014,16:12,1,Pop,,No context,,,0,1,0
R2,63,03/23/2014,17:37,1,Pop,,No context,,,0,1,0
R2,63,03/25/2014,11:43,1,Pop,,Calls from a bird,,,0,1,0
R2,63,03/25/2014,14:43,1,Pop,,No context,,,0,1,0
R2,64,04/08/2014,10:23,1,Pop,,No context,,,0,1,0
R2,64,04/08/2014,13:31,1,Pop,,Tree/branch fall,,,0,1,0
R2,64,04/09/2014,11:41,2,Pop,,Calls from another monkey species,,,0,1,0
R2,64,04/09/2014,15:42,1,Pop,,No context,,,0,1,0
R2,64,04/10/2014,11:51,1,Pop,,No context,,,0,1,0
R2,64,04/10/2014,16:51,1,Pop,,Calls from another mammal,,,0,1,0
R2,64,04/12/2014,11:22,1,Pop,,Calls from a bird,,,0,1,0
R2,64,04/12/2014,15:34,1,Pop,,Unknown,,,0,1,0
R2,64,04/13/2014,14:35,1,Pop,,No context,,,0,1,0
R2,64,04/14/2014,08:54,2,Pop,,Calls from another monkey species,,,0,1,0
R2,64,04/14/2014,12:54,1,Pop,,Calls from a bird,,,0,1,0
R2,64,04/15/2014,15:53,1,Pop,,Calls from another monkey species,,,0,1,0
R2,65,05/06/2014,10:13,1,Pop,,Calls from another mammal,,,0,1,0
R2,65,05/06/2014,17:14,2,Pop,,Tree/branch fall,,,0,1,0
R2,65,05/07/2014,09:50,1,Pop,,Unknown,,,0,1,0
R2,65,05/07/2014,17:51,1,Pop,,No context,,,0,1,0
R2,65,05/08/2014,12:19,2,Pop,,Eagle alarm,,,1,0,0
R2,65,05/09/2014,17:17,1,Pop,,No context,,,0,1,0
R2,65,05/10/2014,10:45,2,Pop,,Eagle alarm,,,1,0,0
R2,65,05/11/2014,08:47,1,Pop,,Tree/branch fall,,,0,1,0
R2,65,05/11/2014,12:01,1,Pop,,Unknown,,,0,1,0
R2,65,05/11/2014,17:21,1,Pop,,Unknown,,,0,1,0
R2,65,05/12/2014,10:46,2,Pop,,Eagle alarm,,,1,0,0
R2,65,05/12/2014,11:55,1,Pop,,Calls from another monkey species,,,0,1,0
R2,65,05/12/2014,17:13,2,Pop,,Calls from another monkey species,,,0,1,0
R2,65,05/13/2014,10:47,2,Pop,,Calls from another monkey species,,,0,1,0
R2,65,05/13/2014,14:28,1,Pop,,No context,,,0,1,0
R2,65,05/13/2014,16:48,1,Pop,,Unknown,,,0,1,0
R2,65,05/14/2014,09:58,1,Pop,,Calls from another monkey species,,,0,1,0
R2,65,05/14/2014,15:58,1,Pop,,Calls from another monkey species,,,0,1,0
R2,66,06/11/2014,17:43,1,Pop,,No context,,,0,1,0
R2,66,06/12/2014,09:57,1,Pop,,Unknown,,,0,1,0
R2,66,06/12/2014,14:46,2,Pop,,Calls from a bird,,,0,1,0
R2,66,06/12/2014,16:04,1,Pop,,No context,,,0,1,0
R2,66,06/13/2014,09:35,2,Pop,,Calls from another monkey species,,,0,1,0
R2,66,06/13/2014,11:36,2,Pop,,Eagle alarm,,,1,0,0
R2,66,06/13/2014,16:36,1,Pop,,Unknown,,,0,1,0
R2,66,06/14/2014,11:51,1,Pop,,No context,,,0,1,0
R2,66,06/14/2014,15:00,1,Pop,,Unknown,,,0,1,0
R2,66,06/15/2014,09:43,2,Pop,,Eagle alarm,,,1,0,0
R2,66,06/15/2014,15:43,1,Pop,,Tree/branch fall,,,0,1,0
R2,66,06/16/2014,10:52,1,Pop,,No context,,,0,1,0
